path,noisy_labels_0,noisy_labels_1,noisy_labels_5,noisy_labels_25,noisy_labels_50,is_valid
train/n02102040/n02102040_208.JPEG,n02102040,n02102040,n02102040,n02102040,n03445777,FALSE
train/n02979186/n02979186_16417.JPEG,n02979186,n02979186,n03425413,n02979186,n03445777,FALSE
train/n01440764/n01440764_7688.JPEG,n01440764,n01440764,n01440764,n02979186,n01440764,FALSE
train/n02102040/n02102040_1295.JPEG,n02102040,n02102040,n02102040,n03417042,n02102040,FALSE
train/n03888257/n03888257_35764.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n03028079/n03028079_33913.JPEG,n03028079,n03028079,n03028079,n03028079,n03394916,FALSE
train/n02102040/n02102040_2985.JPEG,n02102040,n02102040,n02102040,n03000684,n02102040,FALSE
train/n03417042/n03417042_4647.JPEG,n03417042,n03417042,n03417042,n03417042,n03417042,FALSE
train/n03425413/n03425413_317.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,FALSE
train/n03425413/n03425413_23413.JPEG,n03425413,n03425413,n03425413,n03888257,n03425413,FALSE
train/n03000684/n03000684_9969.JPEG,n03000684,n03000684,n03000684,n03000684,n03417042,FALSE
train/n01440764/n01440764_19759.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n03425413/n03425413_7848.JPEG,n03425413,n03425413,n03425413,n02102040,n03888257,FALSE
train/n01440764/n01440764_3496.JPEG,n01440764,n01440764,n01440764,n01440764,n03394916,FALSE
train/n03394916/n03394916_7999.JPEG,n03394916,n03394916,n03394916,n03394916,n03394916,FALSE
train/n03417042/n03417042_1698.JPEG,n03417042,n03417042,n03417042,n03417042,n03417042,FALSE
train/n03394916/n03394916_44134.JPEG,n03394916,n03394916,n03394916,n03394916,n03394916,FALSE
train/n03417042/n03417042_22116.JPEG,n03417042,n03417042,n03417042,n03417042,n03417042,FALSE
train/n02102040/n02102040_7569.JPEG,n02102040,n02102040,n02102040,n02102040,n03445777,FALSE
train/n03888257/n03888257_32608.JPEG,n03888257,n03888257,n03888257,n03888257,n03445777,FALSE
train/n01440764/n01440764_2825.JPEG,n01440764,n01440764,n03417042,n01440764,n03028079,FALSE
train/n03417042/n03417042_27326.JPEG,n03417042,n03417042,n03417042,n03394916,n03445777,FALSE
train/n01440764/n01440764_19777.JPEG,n01440764,n01440764,n01440764,n03888257,n01440764,FALSE
train/n03445777/n03445777_5667.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n03394916/n03394916_36308.JPEG,n03394916,n03394916,n03394916,n03394916,n02102040,FALSE
train/n02979186/n02979186_15096.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n03417042/n03417042_4016.JPEG,n03417042,n03417042,n03417042,n03417042,n03445777,FALSE
train/n03425413/n03425413_3493.JPEG,n03425413,n03425413,n03425413,n01440764,n03425413,FALSE
train/n03425413/n03425413_10077.JPEG,n03425413,n03425413,n03425413,n03425413,n03888257,FALSE
train/n03417042/n03417042_8746.JPEG,n03417042,n03417042,n03417042,n03394916,n01440764,FALSE
train/n03000684/n03000684_16293.JPEG,n03000684,n03000684,n03000684,n01440764,n03000684,FALSE
train/n02979186/n02979186_24754.JPEG,n02979186,n02979186,n02979186,n02979186,n03425413,FALSE
train/n03028079/n03028079_6003.JPEG,n03028079,n03028079,n03028079,n03028079,n03888257,FALSE
train/n03028079/n03028079_25435.JPEG,n03028079,n03028079,n03028079,n01440764,n03028079,FALSE
train/n02102040/n02102040_536.JPEG,n02102040,n02102040,n02102040,n03425413,n02979186,FALSE
train/n01440764/ILSVRC2012_val_00037383.JPEG,n01440764,n01440764,n01440764,n03445777,n01440764,FALSE
train/n02979186/n02979186_97.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n03445777/n03445777_16083.JPEG,n03445777,n03445777,n03445777,n03425413,n03445777,FALSE
train/n03445777/n03445777_7168.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n03000684/n03000684_9388.JPEG,n03000684,n03000684,n03000684,n03000684,n03028079,FALSE
train/n03445777/n03445777_5217.JPEG,n03445777,n03445777,n03445777,n03445777,n03417042,FALSE
train/n03445777/n03445777_19809.JPEG,n03445777,n03445777,n03445777,n03888257,n03394916,FALSE
train/n03417042/n03417042_11964.JPEG,n03417042,n03417042,n03417042,n03417042,n03888257,FALSE
train/n01440764/n01440764_6174.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n03417042/n03417042_15893.JPEG,n03417042,n03417042,n03417042,n03417042,n03394916,FALSE
train/n03028079/n03028079_86296.JPEG,n03028079,n03028079,n03028079,n03028079,n03000684,FALSE
train/n03028079/n03028079_12079.JPEG,n03028079,n03028079,n03028079,n03028079,n02979186,FALSE
train/n01440764/n01440764_5638.JPEG,n01440764,n01440764,n03028079,n01440764,n03417042,FALSE
train/n03028079/n03028079_14885.JPEG,n03028079,n03028079,n03417042,n03028079,n03028079,FALSE
train/n03425413/n03425413_13449.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,FALSE
train/n02102040/n02102040_1239.JPEG,n02102040,n02102040,n03417042,n02102040,n02102040,FALSE
train/n03000684/n03000684_34584.JPEG,n03000684,n03000684,n03000684,n03000684,n03000684,FALSE
train/n02979186/n02979186_13444.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n03888257/n03888257_22115.JPEG,n03888257,n03888257,n03888257,n03888257,n02979186,FALSE
train/n03888257/n03888257_1135.JPEG,n03888257,n03888257,n03888257,n03888257,n03417042,FALSE
train/n03394916/n03394916_29247.JPEG,n03394916,n03394916,n03425413,n03394916,n03394916,FALSE
train/n03000684/n03000684_1746.JPEG,n03000684,n03000684,n03000684,n03000684,n03000684,FALSE
train/n03445777/n03445777_9517.JPEG,n03445777,n03445777,n03445777,n03445777,n03028079,FALSE
train/n02102040/n02102040_3254.JPEG,n02102040,n02102040,n02102040,n03888257,n02102040,FALSE
train/n03417042/n03417042_11318.JPEG,n03417042,n03417042,n03417042,n03417042,n03417042,FALSE
train/n03445777/n03445777_10537.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n03417042/ILSVRC2012_val_00001144.JPEG,n03417042,n03417042,n03417042,n03417042,n03417042,FALSE
train/n03028079/n03028079_9433.JPEG,n03028079,n03028079,n03028079,n03028079,n03888257,FALSE
train/n02102040/n02102040_6058.JPEG,n02102040,n02102040,n02102040,n03425413,n01440764,FALSE
train/n03394916/n03394916_35133.JPEG,n03394916,n03394916,n03394916,n03394916,n03028079,FALSE
train/n03000684/n03000684_425.JPEG,n03000684,n03000684,n03000684,n02102040,n03000684,FALSE
train/n03888257/n03888257_12413.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n03445777/n03445777_1547.JPEG,n03445777,n03445777,n03445777,n03445777,n02102040,FALSE
train/n02979186/n02979186_12008.JPEG,n02979186,n02979186,n02979186,n03028079,n03888257,FALSE
train/n03417042/n03417042_3228.JPEG,n03417042,n03417042,n03417042,n03417042,n03445777,FALSE
train/n03417042/n03417042_4106.JPEG,n03417042,n03417042,n03417042,n03417042,n01440764,FALSE
train/n03394916/n03394916_32649.JPEG,n03394916,n03394916,n03394916,n02102040,n03888257,FALSE
train/n02979186/n02979186_893.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n01440764/n01440764_14549.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n01440764/n01440764_4167.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n03028079/n03028079_1765.JPEG,n03028079,n03028079,n03028079,n03028079,n03394916,FALSE
train/n03028079/n03028079_6149.JPEG,n03028079,n03028079,n03028079,n03028079,n03394916,FALSE
train/n03425413/ILSVRC2012_val_00017469.JPEG,n03425413,n03425413,n03425413,n03028079,n01440764,FALSE
train/n03445777/n03445777_5546.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n03000684/n03000684_16096.JPEG,n03000684,n03000684,n03888257,n03000684,n03000684,FALSE
train/n03028079/n03028079_11187.JPEG,n03028079,n03028079,n03028079,n03028079,n03000684,FALSE
train/n02979186/n02979186_2083.JPEG,n02979186,n02979186,n02979186,n02979186,n02102040,FALSE
train/n03425413/n03425413_3053.JPEG,n03425413,n03425413,n02102040,n03425413,n03028079,FALSE
train/n03028079/ILSVRC2012_val_00042207.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n03888257/ILSVRC2012_val_00019289.JPEG,n03888257,n03888257,n03888257,n03888257,n01440764,FALSE
train/n03000684/n03000684_2907.JPEG,n03000684,n03000684,n03000684,n03000684,n03000684,FALSE
train/n03425413/n03425413_14877.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,FALSE
train/n03028079/n03028079_7714.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n03028079/n03028079_27155.JPEG,n03028079,n03028079,n03028079,n01440764,n03000684,FALSE
train/n03425413/n03425413_13596.JPEG,n03425413,n03425413,n03425413,n03000684,n03417042,FALSE
train/n03028079/n03028079_28727.JPEG,n03028079,n03028079,n03028079,n03445777,n03028079,FALSE
train/n03394916/n03394916_59176.JPEG,n03394916,n03394916,n03394916,n03394916,n03394916,FALSE
train/n03394916/n03394916_34387.JPEG,n03394916,n03394916,n03394916,n03888257,n02102040,FALSE
train/n03445777/n03445777_1686.JPEG,n03445777,n03445777,n03445777,n03445777,n03028079,FALSE
train/n03417042/n03417042_18699.JPEG,n03417042,n03417042,n03417042,n03417042,n03417042,FALSE
train/n02979186/n02979186_11016.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n02979186/n02979186_15039.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n03445777/n03445777_2357.JPEG,n03445777,n03445777,n03445777,n01440764,n01440764,FALSE
train/n03028079/n03028079_3395.JPEG,n03028079,n03028079,n03028079,n03417042,n03028079,FALSE
train/n01440764/n01440764_14559.JPEG,n01440764,n01440764,n01440764,n03417042,n01440764,FALSE
train/n01440764/n01440764_10449.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n03028079/n03028079_24227.JPEG,n03028079,n03028079,n03028079,n01440764,n02102040,FALSE
train/n02979186/n02979186_8025.JPEG,n02979186,n02979186,n02979186,n02979186,n03425413,FALSE
train/n03888257/n03888257_18055.JPEG,n03888257,n03888257,n03888257,n03425413,n02979186,FALSE
train/n02102040/n02102040_193.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n03417042/n03417042_7547.JPEG,n03417042,n03417042,n03417042,n03417042,n03417042,FALSE
train/n03888257/n03888257_4117.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n03394916/n03394916_28345.JPEG,n03394916,n03394916,n03394916,n03394916,n03394916,FALSE
train/n03417042/n03417042_5234.JPEG,n03417042,n03417042,n03417042,n03417042,n02979186,FALSE
train/n02102040/n02102040_7135.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n02979186/n02979186_2807.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n03394916/n03394916_35604.JPEG,n03394916,n03394916,n03394916,n03000684,n03394916,FALSE
train/n03000684/n03000684_28607.JPEG,n03000684,n03000684,n03000684,n03425413,n03000684,FALSE
train/n03000684/n03000684_1015.JPEG,n03000684,n03888257,n03445777,n03000684,n03000684,FALSE
train/n03394916/n03394916_36806.JPEG,n03394916,n03394916,n03394916,n03000684,n03417042,FALSE
train/n03425413/n03425413_7656.JPEG,n03425413,n03425413,n03425413,n03000684,n03445777,FALSE
train/n03888257/n03888257_1074.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n01440764/n01440764_7846.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n03394916/n03394916_58304.JPEG,n03394916,n03394916,n03394916,n03394916,n03394916,FALSE
train/n01440764/ILSVRC2012_val_00003014.JPEG,n01440764,n01440764,n01440764,n01440764,n02102040,FALSE
train/n03028079/n03028079_7999.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n03888257/n03888257_17585.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n02979186/n02979186_26755.JPEG,n02979186,n02979186,n02979186,n02979186,n03028079,FALSE
train/n03028079/n03028079_2998.JPEG,n03028079,n03028079,n03028079,n03028079,n01440764,FALSE
train/n03417042/n03417042_29793.JPEG,n03417042,n03417042,n03417042,n03888257,n03417042,FALSE
train/n03000684/n03000684_228.JPEG,n03000684,n03000684,n03000684,n03000684,n01440764,FALSE
train/n01440764/n01440764_14555.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n03425413/n03425413_15403.JPEG,n03425413,n03425413,n03888257,n03425413,n03425413,FALSE
train/n01440764/n01440764_3858.JPEG,n01440764,n01440764,n01440764,n01440764,n03000684,FALSE
train/n03000684/n03000684_6266.JPEG,n03000684,n03000684,n03000684,n03000684,n03888257,FALSE
train/n03445777/n03445777_2338.JPEG,n03445777,n03445777,n03445777,n03445777,n02979186,FALSE
train/n03028079/n03028079_59563.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n02979186/n02979186_11063.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n03028079/n03028079_68853.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n03425413/n03425413_13845.JPEG,n03425413,n03425413,n03425413,n03425413,n03445777,FALSE
train/n03888257/n03888257_36454.JPEG,n03888257,n03888257,n03888257,n03888257,n02979186,FALSE
train/n03445777/n03445777_8718.JPEG,n03445777,n03445777,n03445777,n03888257,n03445777,FALSE
train/n02102040/n02102040_5909.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n03000684/ILSVRC2012_val_00027785.JPEG,n03000684,n03000684,n03000684,n03417042,n03425413,FALSE
train/n03888257/n03888257_37553.JPEG,n03888257,n03888257,n03888257,n03417042,n01440764,FALSE
train/n02979186/n02979186_3429.JPEG,n02979186,n02979186,n02979186,n03028079,n02979186,FALSE
train/n03888257/n03888257_32518.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n03028079/n03028079_28954.JPEG,n03028079,n03028079,n03028079,n03028079,n03425413,FALSE
train/n03888257/n03888257_13074.JPEG,n03888257,n03888257,n03888257,n03888257,n03417042,FALSE
train/n01440764/n01440764_8249.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n02979186/n02979186_9339.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n03028079/n03028079_48686.JPEG,n03028079,n03028079,n03028079,n02102040,n03028079,FALSE
train/n03394916/n03394916_29145.JPEG,n03394916,n03394916,n03394916,n03394916,n03028079,FALSE
train/n03417042/n03417042_3329.JPEG,n03417042,n03417042,n03417042,n02102040,n02979186,FALSE
train/n03445777/n03445777_6067.JPEG,n03445777,n03445777,n03445777,n03445777,n03028079,FALSE
train/n03028079/n03028079_1248.JPEG,n03028079,n03028079,n03028079,n03028079,n03425413,FALSE
train/n03425413/n03425413_1854.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,FALSE
train/n03417042/n03417042_6358.JPEG,n03417042,n03417042,n03417042,n03417042,n03028079,FALSE
train/n03394916/n03394916_41133.JPEG,n03394916,n03394916,n03394916,n03394916,n03425413,FALSE
train/n03028079/n03028079_20024.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n02102040/n02102040_4636.JPEG,n02102040,n02102040,n02102040,n02102040,n03425413,FALSE
train/n03445777/n03445777_5893.JPEG,n03445777,n03445777,n03445777,n03445777,n03425413,FALSE
train/n03028079/n03028079_10594.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n03000684/n03000684_25557.JPEG,n03000684,n03000684,n03000684,n03000684,n03000684,FALSE
train/n03425413/n03425413_14257.JPEG,n03425413,n03425413,n03425413,n03417042,n03394916,FALSE
train/n03417042/n03417042_6928.JPEG,n03417042,n03417042,n03417042,n03417042,n03028079,FALSE
train/n02979186/n02979186_15067.JPEG,n02979186,n02979186,n02979186,n01440764,n02979186,FALSE
train/n03394916/n03394916_51495.JPEG,n03394916,n03394916,n03394916,n03888257,n03394916,FALSE
train/n03417042/n03417042_1718.JPEG,n03417042,n03417042,n03417042,n03417042,n03445777,FALSE
train/n02102040/ILSVRC2012_val_00010994.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n03394916/n03394916_37095.JPEG,n03394916,n03394916,n03394916,n03394916,n03000684,FALSE
train/n03888257/n03888257_21793.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n02102040/n02102040_1115.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n01440764/n01440764_7677.JPEG,n01440764,n01440764,n01440764,n01440764,n03445777,FALSE
train/n03888257/n03888257_21154.JPEG,n03888257,n03888257,n03888257,n03425413,n03888257,FALSE
train/n01440764/n01440764_7425.JPEG,n01440764,n01440764,n01440764,n03394916,n03417042,FALSE
train/n03888257/n03888257_39407.JPEG,n03888257,n03888257,n03888257,n01440764,n03425413,FALSE
train/n03000684/n03000684_36283.JPEG,n03000684,n03000684,n03000684,n03425413,n03000684,FALSE
train/n03888257/n03888257_9874.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n03425413/n03425413_32926.JPEG,n03425413,n03425413,n03425413,n02102040,n03425413,FALSE
train/n03888257/n03888257_18105.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n03888257/n03888257_63966.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n01440764/n01440764_1063.JPEG,n01440764,n01440764,n01440764,n01440764,n02102040,FALSE
train/n02102040/n02102040_3148.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n01440764/n01440764_23379.JPEG,n01440764,n01440764,n01440764,n03394916,n03425413,FALSE
train/n03445777/n03445777_4098.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n03028079/n03028079_16687.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n03888257/n03888257_40105.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n03028079/ILSVRC2012_val_00015155.JPEG,n03028079,n03028079,n03028079,n03028079,n02979186,FALSE
train/n02979186/n02979186_25179.JPEG,n02979186,n02979186,n02979186,n02102040,n01440764,FALSE
train/n03394916/n03394916_4826.JPEG,n03394916,n03394916,n03394916,n03394916,n03028079,FALSE
train/n01440764/n01440764_297.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n01440764/n01440764_5668.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n03028079/n03028079_2014.JPEG,n03028079,n03028079,n03028079,n02979186,n03425413,FALSE
train/n01440764/n01440764_8467.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n03888257/n03888257_39575.JPEG,n03888257,n03888257,n03888257,n03888257,n03028079,FALSE
train/n03888257/n03888257_7115.JPEG,n03888257,n03888257,n03888257,n02979186,n02979186,FALSE
train/n02979186/n02979186_9643.JPEG,n02979186,n02979186,n02979186,n02979186,n02102040,FALSE
train/n03888257/n03888257_54295.JPEG,n03888257,n03888257,n03888257,n03888257,n03394916,FALSE
train/n01440764/n01440764_8367.JPEG,n01440764,n01440764,n01440764,n01440764,n03425413,FALSE
train/n03417042/n03417042_27538.JPEG,n03417042,n02979186,n03417042,n03417042,n03425413,FALSE
train/n02102040/n02102040_2764.JPEG,n02102040,n02102040,n02102040,n02102040,n03394916,FALSE
train/n03417042/n03417042_1775.JPEG,n03417042,n03417042,n03417042,n03417042,n02102040,FALSE
train/n02102040/n02102040_1154.JPEG,n02102040,n02102040,n02102040,n03417042,n02102040,FALSE
train/n02979186/n02979186_13147.JPEG,n02979186,n02979186,n02979186,n01440764,n02979186,FALSE
train/n03445777/n03445777_574.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n03000684/n03000684_18545.JPEG,n03000684,n03000684,n03000684,n03000684,n03425413,FALSE
train/n03445777/n03445777_1848.JPEG,n03445777,n03445777,n03445777,n03445777,n03425413,FALSE
train/n02979186/n02979186_12168.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n02979186/n02979186_11699.JPEG,n02979186,n02979186,n02979186,n02979186,n01440764,FALSE
train/n02979186/n02979186_11265.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n03888257/n03888257_19079.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n03425413/n03425413_14935.JPEG,n03425413,n03425413,n03425413,n02979186,n03425413,FALSE
train/n02102040/n02102040_2893.JPEG,n02102040,n02102040,n02102040,n02102040,n03425413,FALSE
train/n02102040/n02102040_1114.JPEG,n02102040,n02102040,n02102040,n02102040,n03888257,FALSE
train/n03888257/n03888257_26127.JPEG,n03888257,n03888257,n03888257,n02102040,n03445777,FALSE
train/n03445777/n03445777_7524.JPEG,n03445777,n03445777,n03445777,n03445777,n03425413,FALSE
train/n02102040/n02102040_797.JPEG,n02102040,n02102040,n02102040,n03417042,n03888257,FALSE
train/n03445777/n03445777_3217.JPEG,n03445777,n03445777,n03445777,n03028079,n01440764,FALSE
train/n03445777/n03445777_4198.JPEG,n03445777,n03445777,n03445777,n03445777,n03888257,FALSE
train/n03028079/n03028079_56319.JPEG,n03028079,n03028079,n03028079,n03028079,n03888257,FALSE
train/n03028079/n03028079_40617.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n02979186/n02979186_13873.JPEG,n02979186,n02979186,n02102040,n02979186,n03394916,FALSE
train/n02979186/n02979186_323.JPEG,n02979186,n02979186,n02979186,n02979186,n02102040,FALSE
train/n03028079/n03028079_27188.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n03425413/n03425413_15379.JPEG,n03425413,n03425413,n03425413,n03888257,n02979186,FALSE
train/n02102040/n02102040_1274.JPEG,n02102040,n02102040,n02102040,n03417042,n03445777,FALSE
train/n01440764/n01440764_9638.JPEG,n01440764,n01440764,n01440764,n03394916,n03000684,FALSE
train/n03417042/n03417042_5125.JPEG,n03417042,n03417042,n03417042,n03000684,n03417042,FALSE
train/n03425413/ILSVRC2012_val_00005996.JPEG,n03425413,n03425413,n03425413,n02979186,n03425413,FALSE
train/n02102040/n02102040_1329.JPEG,n02102040,n02102040,n02102040,n03028079,n03394916,FALSE
train/n01440764/n01440764_2874.JPEG,n01440764,n01440764,n01440764,n01440764,n02979186,FALSE
train/n03000684/n03000684_4717.JPEG,n03000684,n03000684,n03000684,n03000684,n03028079,FALSE
train/n03000684/n03000684_16556.JPEG,n03000684,n03000684,n03000684,n03000684,n03417042,FALSE
train/n02102040/n02102040_7013.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n03445777/n03445777_453.JPEG,n03445777,n03445777,n03445777,n03445777,n03028079,FALSE
train/n03000684/n03000684_16818.JPEG,n03000684,n03000684,n03000684,n03000684,n03425413,FALSE
train/n03028079/n03028079_1075.JPEG,n03028079,n03028079,n03028079,n03888257,n03028079,FALSE
train/n03000684/n03000684_9309.JPEG,n03000684,n03000684,n03000684,n02979186,n03000684,FALSE
train/n02979186/n02979186_4265.JPEG,n02979186,n02979186,n02979186,n02979186,n03417042,FALSE
train/n02979186/n02979186_3438.JPEG,n02979186,n02979186,n02979186,n02979186,n03417042,FALSE
train/n02979186/ILSVRC2012_val_00049106.JPEG,n02979186,n02979186,n02979186,n02979186,n03417042,FALSE
train/n01440764/n01440764_11665.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n02102040/n02102040_2036.JPEG,n02102040,n02102040,n02102040,n03445777,n02102040,FALSE
train/n03425413/n03425413_7443.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,FALSE
train/n03000684/n03000684_15775.JPEG,n03000684,n03000684,n03000684,n03000684,n03000684,FALSE
train/n03445777/n03445777_5336.JPEG,n03445777,n03445777,n03445777,n03445777,n03425413,FALSE
train/n03425413/n03425413_6994.JPEG,n03425413,n03425413,n03425413,n03425413,n03417042,FALSE
train/n03445777/n03445777_8315.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n03417042/n03417042_15913.JPEG,n03417042,n03417042,n03417042,n03417042,n03417042,FALSE
train/n03417042/n03417042_28886.JPEG,n03417042,n03417042,n03417042,n03417042,n03417042,FALSE
train/n02102040/n02102040_155.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n02102040/n02102040_7768.JPEG,n02102040,n02102040,n03888257,n02102040,n03425413,FALSE
train/n02979186/n02979186_15298.JPEG,n02979186,n02979186,n02979186,n03394916,n01440764,FALSE
train/n03394916/n03394916_3665.JPEG,n03394916,n03394916,n03394916,n03394916,n03425413,FALSE
train/n03394916/n03394916_36535.JPEG,n03394916,n03394916,n03394916,n03394916,n03425413,FALSE
train/n03417042/n03417042_816.JPEG,n03417042,n03417042,n03417042,n02979186,n03417042,FALSE
train/n03028079/n03028079_956.JPEG,n03028079,n03028079,n03028079,n03028079,n03394916,FALSE
train/n03888257/n03888257_67319.JPEG,n03888257,n03888257,n03888257,n03888257,n03028079,FALSE
train/n03888257/n03888257_33624.JPEG,n03888257,n03888257,n03888257,n03445777,n03888257,FALSE
train/n03888257/n03888257_26785.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n03417042/n03417042_11946.JPEG,n03417042,n03417042,n03417042,n03417042,n03394916,FALSE
train/n03888257/n03888257_69239.JPEG,n03888257,n03888257,n03888257,n02979186,n03888257,FALSE
train/n02102040/n02102040_4367.JPEG,n02102040,n02102040,n02102040,n02102040,n03028079,FALSE
train/n03888257/n03888257_79145.JPEG,n03888257,n03888257,n03888257,n03888257,n02979186,FALSE
train/n03445777/n03445777_15113.JPEG,n03445777,n03445777,n03445777,n03445777,n02979186,FALSE
train/n02102040/n02102040_1408.JPEG,n02102040,n02102040,n02102040,n02102040,n02979186,FALSE
train/n03888257/n03888257_9858.JPEG,n03888257,n03888257,n03888257,n03425413,n03028079,FALSE
train/n03028079/n03028079_9779.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n03394916/n03394916_38499.JPEG,n03394916,n03417042,n03394916,n03394916,n03394916,FALSE
train/n03000684/n03000684_1476.JPEG,n03000684,n03000684,n03000684,n03000684,n03445777,FALSE
train/n02979186/n02979186_5498.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n03425413/n03425413_17055.JPEG,n03425413,n03425413,n03425413,n03425413,n03417042,FALSE
train/n02979186/ILSVRC2012_val_00037988.JPEG,n02979186,n02979186,n02979186,n02979186,n03417042,FALSE
train/n02979186/n02979186_15305.JPEG,n02979186,n02979186,n02979186,n03417042,n02102040,FALSE
train/n03394916/n03394916_29324.JPEG,n03394916,n03394916,n03394916,n02979186,n03888257,FALSE
train/n02979186/n02979186_3924.JPEG,n02979186,n02979186,n02979186,n03445777,n02979186,FALSE
train/n03028079/n03028079_1325.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n03417042/n03417042_5338.JPEG,n03417042,n03417042,n03417042,n03417042,n03417042,FALSE
train/n02102040/n02102040_2395.JPEG,n02102040,n02102040,n02102040,n02102040,n01440764,FALSE
train/n02102040/n02102040_1014.JPEG,n02102040,n02102040,n02102040,n02102040,n03028079,FALSE
train/n03445777/n03445777_17813.JPEG,n03445777,n03445777,n03445777,n03445777,n03425413,FALSE
